Agmt Id,Cust Region,Cust State,Asset Model,Asset Fuel Type,Asset Age Months At Seizure,LTV,Loan Amount,Cust Net IRR,Tenure,Cust Cibil Score,App Score Risk,Asset_Health_Index,Predicted_Sold_Amount,DL_Predicted_Sold_Amount,Ensemble_Predicted_Sold_Amount,Lambda_P10,Lambda_P50,Lambda_P90,Calibrated_Lambda,Residual_Value_Forecast_12M,Residual_Value_Forecast_24M,Residual_Value_Forecast_36M,Residual_Risk_Score,Risk_Band,Asset_Risk_Component,Loan_Risk_Component,Segment_Risk_Index,Market_Volatility_Score,Recovery_Ratio,Recovery_Efficiency_Index,Profitability_Score,LGD,Recommended_LTV,Recommended_Pricing,Recommended_Tenure,Target Sold Amount At Liquidation
ASSET_3146,EAST I,AS,NTORQ,Petrol,6.966666666666667,0.8120313036090643,99404,24.46,23,732.0,MEDIUM RISK,66.66666666666666,58578.96933532234,50259.17,54564.75633426558,0.038359705911378175,0.05899771500240168,0.1371644109716153,0.10579420988280175,16458.55213119218,4624.252378094186,2448.28,48.4,Medium,23.3,54.6,96.8,62.1,0.42152041433169407,25.64433886310098,4.76372001948175,0.4871132227379804,0.5,28.34,36.0,51600.0
ASSET_3147,EAST I,AS,RADEON,Petrol,7.3,0.9420841121495327,100803,26.86,36,732.0,VERY HIGH RISK,100.0,55284.06124134027,53340.14,54346.140899882346,0.031766669380365375,0.05156423399870297,0.08054852366367153,0.09045810835094374,18671.295476616862,6305.927367623355,2140.0,46.3,Medium,0.0,61.1,89.4,62.1,0.5616822429906542,27.142741010378373,7.424178175610371,0.4571451797924325,0.5,28.59,30.0,60100.0
ASSET_3148,EAST I,AS,RAIDER,Petrol,11.36666666666667,0.9491407825736184,117646,27.2,48,732.0,MEDIUM RISK,43.333333333333336,29046.119755713105,37466.17,33108.70274659817,0.04171083969970036,0.0621780289068571,0.10515764399196809,0.12765337436979035,6277.9557546158085,2479.0,2479.0,72.6,High,69.7,61.5,99.4,31.8,0.1936264622831787,10.412227008761542,-29.39144638327823,0.7917554598247691,0.5,28.09,30.0,24000.0
ASSET_3149,EAST I,AS,NTORQ,Petrol,21.93333333333333,0.938767576509512,113497,26.56,48,732.0,VERY HIGH RISK,65.66666666666666,48534.221337699964,48452.72,48494.896807993835,0.038217402981359026,0.04768895133929667,0.09538086906310482,0.04161221643922737,29456.734110369336,17878.09015027904,10850.697372761017,46.9,Medium,24.0,60.9,96.8,28.4,0.43010752688172044,19.313336601744144,-0.44409026756399017,0.6137332679651171,0.5,28.34,36.0,52000.0
ASSET_3150,EAST I,AS,SPORT,Petrol,18.7,0.9296386765219047,87915,25.55,35,732.0,MEDIUM RISK,100.0,35399.26072338258,32201.28,33856.269010770324,0.046782090384644814,0.06981735284669248,0.11322362376399589,0.05254752889798167,18842.606138031224,10029.695502608385,5338.68781940976,28.7,Medium,0.0,60.5,92.9,15.4,0.39124871786737725,28.823831855787358,16.214879485221942,0.42352336288425285,0.5,28.37,30.0,37000.0
ASSET_3151,EAST I,AS,RADEON,Petrol,35.26666666666667,0.8155806451612904,75849,25.02,36,732.0,VERY HIGH RISK,66.66666666666666,35590.96975616216,31932.025,33825.56840021402,0.024322525101726878,0.02887421648459839,0.09036246827447934,0.02723556368639346,25668.516009541392,18512.356326509103,13351.271909612999,28.7,Medium,23.3,54.8,89.4,31.8,0.44086021505376344,52.764010517797686,28.59,-0.05528021035595376,0.5,28.59,30.0,41000.0
ASSET_3152,EAST I,AS,NTORQ,Petrol,9.866666666666667,0.8746987951807229,108900,26.86,35,720.0,LOW RISK,100.0,49897.134018321914,47946.67,48956.05675800757,0.044521636010480585,0.06939139188559162,0.10439141447524915,0.09266981242898112,16410.572921758147,5397.241924184545,2490.0,35.3,Medium,0.0,58.7,96.8,31.8,0.44176706827309237,27.527940859972873,12.474726247140849,0.44944118280054257,0.5,28.34,36.0,55000.0
ASSET_3153,EAST I,AS,RAIDER,Petrol,26.73333333333333,0.8541527865504919,98717,25.17,36,732.0,HIGH RISK,66.66666666666666,45587.902116621146,43871.47,44759.740434060164,0.026766298855132334,0.03989835659380732,0.0821638900060919,0.03479775516521037,30026.169403812546,19776.537353267242,13025.685175662584,39.2,Medium,23.3,56.7,99.4,59.8,0.5018473172799875,52.99998172414423,27.99,-0.05999963448288459,0.5,27.99,36.0,58000.0
ASSET_3154,EAST I,AS,JUPITER,Petrol,8.8,0.8388357384847164,109687,24.04,54,732.0,LOW RISK,26.66666666666667,30096.530780844758,31132.176,30596.2178335242,0.038783854986415615,0.07516577749688928,0.15509262972776688,0.16692742281403025,4060.3973362381976,2615.2200000000003,2615.2200000000003,70.8,High,81.3,55.9,85.2,15.4,0.26001636573596104,15.14125904022231,-20.899977199045207,0.6971748191955538,0.5,28.46,30.0,34000.0
ASSET_3155,EAST I,AS,NTORQ,Petrol,38.76666666666667,0.7845173041894353,86140,24.78,36,579.0,ULTRA LOW RISK,66.66666666666666,39091.185098458474,33934.47,36603.12493990484,0.020551814442649984,0.030895528471143772,0.08152349433074793,0.026640503849171424,28394.93971756697,20625.432550420595,14981.840853451922,37.8,Medium,23.3,66.0,96.8,49.7,0.3460837887067395,100.0,28.34,-0.5,0.5,28.34,36.0,38000.0
ASSET_3156,EAST I,AS,NTORQ,Petrol,8.333333333333334,0.947968185802633,117877,27.1,48,732.0,VERY HIGH RISK,65.66666666666666,54422.245480562866,57492.617,55903.6653560479,0.04243251534317052,0.06824520720408679,0.1061478552172346,0.0991563659947,16558.450945010143,5038.055583285934,2486.94,58.6,High,24.0,61.4,96.8,59.8,0.4664366651386845,23.632185406718058,-2.163078703326436,0.5273562918656388,0.5,28.74,36.0,58000.0
ASSET_3157,EAST I,AS,RAIDER,Petrol,23.1,0.847187377580703,101643,24.46,36,732.0,LOW RISK,66.66666666666666,42052.69159447504,35851.527,39060.69558045014,0.03723623270042955,0.06408650568409992,0.1599466906921043,0.045384271168547076,24393.3886771377,14149.805603218203,8207.838659026298,33.2,Medium,23.3,56.4,99.4,28.4,0.27505271843770057,24.903404974643806,11.325860903163482,0.5019319005071239,0.5,27.99,36.0,33000.0
ASSET_3158,EAST I,AS,NTORQ,Petrol,33.56666666666667,0.9162709181365898,113449,26.06,36,707.0,MEDIUM RISK,91.66666666666666,45896.79018923204,42275.92,44149.759369532614,0.03655308197004545,0.04713202712457444,0.08213867590441246,0.02956508664867027,32188.657673077338,22574.77436924653,15832.298538147415,20.1,Low,5.8,61.9,96.8,19.6,0.40382503069070236,69.93398232068927,24.04,-0.3986796464137854,0.835,24.04,36.0,50000.0
ASSET_3159,EAST I,AS,RONIN,Petrol,5.0,0.9119907440324218,141095,25.86,48,732.0,ULTRA LOW RISK,100.0,82578.60962097773,76880.47,79829.31619427861,0.041740928813961437,0.07003331858600548,0.1414719886530192,0.12556163537053644,18302.013097356434,4056.300838113341,3094.2200000000003,48.0,Medium,0.0,59.6,100.0,76.3,0.6269754574658557,32.91974370112945,10.602953953084272,0.341605125977411,0.5,27.0,42.0,97000.0
ASSET_3160,EAST I,AS,JUPITER,Petrol,12.2,0.949450486766048,99867,26.86,35,732.0,VERY HIGH RISK,71.0,41434.82760607994,36688.684,39144.86420283756,0.03869596031263146,0.060307604784808164,0.09016212957176817,0.07635978883413141,16573.48795863777,6629.217954675547,2651.6162922535923,41.1,Medium,20.3,61.5,85.2,15.4,0.332750228171585,20.126972443299444,3.4843713483921386,0.5974605511340112,0.5,28.04,30.0,35000.0
ASSET_3161,EAST I,AS,NTORQ,Petrol,26.2,0.9436740540855675,113306,25.99,36,732.0,VERY HIGH RISK,86.66666666666666,40220.65154219529,40606.63,40406.88018636487,0.033898186327489234,0.043617954728333394,0.06877035642505187,0.04174374022373008,24372.506177579173,14769.006333797264,8949.57401994221,34.4,Medium,9.3,61.2,96.8,24.2,0.28317051028991663,28.48668188972604,13.538837140131518,0.4302663622054792,0.5,28.34,36.0,34000.0
ASSET_3162,EAST I,AS,NTORQ,Petrol,16.06666666666667,0.9041633935585232,115100,24.38,48,739.0,LOW RISK,75.0,50149.53476316506,48956.297,49573.809687023604,0.04291569574900177,0.0726297949840385,0.14625373708705733,0.05797949801479841,25009.487710206315,12472.188993991886,6219.859443117281,52.0,High,17.5,58.6,96.8,59.5,0.4336213668499607,26.25570776255708,4.0459360730593605,0.4748858447488584,0.5,28.74,36.0,55200.0
ASSET_3163,EAST I,AS,NTORQ,Petrol,11.86666666666667,0.923834060508411,115822,23.86,48,767.0,LOW RISK,74.0,57450.557272781196,53004.562,55305.411975858064,0.046899216785868066,0.07710116330251765,0.1492919200075495,0.06576005368844212,26096.574490013954,11854.213996206168,5384.706315444666,64.5,High,18.2,57.3,96.8,100.0,0.44667427076437133,25.769400677367106,-2.5174731261964354,0.4846119864526579,0.5,28.74,36.0,56000.0
ASSET_3164,EAST I,AS,NTORQ,Petrol,11.36666666666667,0.9499834574028122,114853,25.74,35,732.0,MEDIUM RISK,33.33333333333333,45694.317815515344,47002.023,46325.27069406604,0.04366350513075245,0.06405433075487013,0.09636225041513478,0.08560027601980914,16358.876272102474,5856.588864427478,2418.0,70.2,High,46.7,61.5,96.8,62.1,0.4425144747725393,21.38221000127894,-11.439377158204385,0.5723557999744213,0.5,28.74,36.0,53500.0
ASSET_3165,EAST I,AS,NTORQ,Petrol,7.533333333333333,0.8990659313360163,108573,26.88,35,725.0,HIGH RISK,66.66666666666666,55781.07797583094,53058.867,54467.639547242055,0.04462082329126896,0.06791613237992139,0.11143000929162239,0.10252924234172525,16298.674726782068,4762.310222196584,2415.2400000000002,56.5,High,23.3,59.5,96.8,59.8,0.5630910385717361,31.380077342661217,7.699487397207176,0.37239845314677567,0.5,28.74,36.0,68000.0
ASSET_3166,EAST I,AS,NTORQ,Petrol,9.6,0.9498263027295285,114834,26.91,36,721.0,HIGH RISK,66.66666666666666,54037.87991848402,56436.133,55195.00983120934,0.03964225600450603,0.0583304086294574,0.06951833641517849,0.08388317468818983,19748.690480337766,7217.35893925731,2637.6569175530703,55.2,High,23.3,62.4,96.8,49.7,0.45492142266335817,22.17992353975449,-1.9733644121110523,0.5564015292049103,0.5,28.74,36.0,55000.0
ASSET_3167,EAST I,AS,RAIDER,Petrol,14.26666666666667,0.8812630014858841,118618,25.33,36,732.0,LOW RISK,100.0,55121.11305511203,51596.33,53420.442356605854,0.04626872938153098,0.06923001468311658,0.11096392237766713,0.06257765869637093,26013.117120921317,12276.280808593241,5793.502938954862,38.0,Medium,0.0,58.1,99.4,54.3,0.5052005943536404,34.05107661492238,15.86881822734101,0.31897846770155236,0.5,27.99,36.0,68000.0
ASSET_3168,EAST I,AS,MOPEDS,Petrol,18.9,0.9264273101824603,75552,27.19,48,737.0,MEDIUM RISK,58.333333333333336,30597.455635928953,27553.725,29128.888389640706,0.03499838339127316,0.056837453321233064,0.08764692516730611,0.051868994563443495,16419.816385411086,8811.529080673803,4728.618330260105,40.6,Medium,29.2,59.9,82.3,0.0,0.3433392191485187,21.18964734372635,6.0559936431057935,0.576207053125473,0.5,29.45,30.0,28000.0
ASSET_3169,EAST I,AS,JUPITER,Petrol,7.666666666666667,0.9469367550568777,97561,27.11,48,732.0,VERY HIGH RISK,66.66666666666666,51324.217585493716,51461.516,51390.460992411114,0.030710953709337532,0.057091012903207214,0.08507940465178054,0.09089192314874633,17243.920398486094,5793.61565939134,2060.56,47.5,Medium,23.3,61.3,85.2,29.7,0.42706836976355944,21.258708823330466,0.7357733821639374,0.5748258235333907,0.5,28.04,30.0,44000.0
ASSET_3170,EAST I,AS,NTORQ,Petrol,13.0,0.8779062559406227,106217,25.1,48,759.0,LOW RISK,100.0,51670.492103625045,48816.254,50293.35320859912,0.03873111012226111,0.06333486428621522,0.13182507524113177,0.06544713585752063,23559.313875690903,10741.938922899903,4897.818859757772,25.2,Medium,0.0,55.6,96.8,0.0,0.5165758870641133,31.371407346430686,18.951189302601062,0.3725718530713863,0.5,28.34,36.0,62500.0
ASSET_3171,EAST I,AS,NTORQ,Petrol,35.93333333333333,0.8887231110838065,101262,25.18,36,719.0,LOW RISK,100.0,40965.8628199223,37483.363,39285.593679771584,0.023847939060192922,0.03883734450611767,0.08223853580055619,0.02846776432715421,29111.285993424313,20687.15056524592,14700.765833767087,28.0,Medium,0.0,59.5,96.8,54.3,0.43004712965482134,88.30738177623991,28.34,-0.5,0.5,28.34,36.0,49000.0
ASSET_3172,EAST I,AS,APACHE,Petrol,18.46666666666667,0.8749887827703352,136507,26.98,60,732.0,LOW RISK,75.0,83000.64316565378,75086.82,79182.30905769128,0.027979903141515893,0.041243619702046666,0.05306383679452917,0.034173560523942395,55078.84094186609,36550.06279222111,24254.451750815024,41.1,Medium,17.5,57.7,90.1,68.8,0.49996795077238637,31.05590062111801,12.327950310558998,0.3788819875776398,0.5,27.9,36.0,78000.0
ASSET_3173,EAST I,AS,NTORQ,Petrol,13.6,0.9053109243697479,107732,27.07,42,732.0,LOW RISK,75.0,50079.64587246432,49003.56,49560.44416424001,0.035463823322046,0.05952338713130137,0.09290135179862587,0.06364035570451636,23334.440145791992,10872.602779664094,5066.052172915636,49.2,Medium,17.5,59.3,96.8,49.7,0.29411764705882354,17.37463333318441,-3.7633608001465495,0.6525073333363118,0.5,28.34,36.0,35000.0
ASSET_3174,EAST I,AS,JUPITER,Petrol,12.3,0.9188188976377952,93352,26.98,35,732.0,MEDIUM RISK,100.0,43743.66000124612,40815.812,42331.004871542726,0.0385913299959835,0.06409418529900637,0.09242578930604874,0.06851193878854268,19224.844416378197,8449.101945822991,3713.28485915303,32.7,Medium,0.0,59.9,85.2,29.7,0.3937007874015748,24.762588681020713,11.534732997387547,0.5047482263795857,0.5,28.04,30.0,40000.0
ASSET_3175,EAST I,AS,NTORQ,Petrol,20.5,0.9117565489246905,108489,27.29,48,702.0,VERY HIGH RISK,66.66666666666666,46152.169126243876,44716.5,45459.47346709597,0.0348804813992941,0.055315170352913764,0.09106331049444534,0.046199370261842565,26510.782004928365,15228.353852455935,8747.488512881238,51.5,High,23.3,62.1,96.8,54.3,0.47903587726596575,32.1065224569353,10.309718130643358,0.357869550861294,0.5,28.74,36.0,57000.0
ASSET_3176,EAST I,AS,NTORQ,Petrol,9.366666666666667,0.9083942848802322,112025,26.18,59,732.0,VERY HIGH RISK,100.0,58052.82490942474,61208.492,59575.39863518152,0.03927571229411262,0.050797541645679706,0.10033453992289008,0.08043901606893492,22111.220121990063,8421.74443786155,3207.6827504473526,37.4,Medium,0.0,59.4,96.8,31.8,0.531129887611294,27.37347000064108,11.41535556047953,0.4525305999871784,0.5,28.34,36.0,65500.0
ASSET_3177,EAST I,AS,NTORQ,Petrol,18.46666666666667,0.9470613030936696,114584,24.53,35,732.0,VERY HIGH RISK,66.66666666666666,48644.00055796804,49000.06,48815.79467983011,0.04443898667203799,0.07615943463978836,0.14785382778433404,0.04934139800275224,26908.217051373034,14884.71623588945,8233.72195192122,57.8,High,23.3,61.4,96.8,76.3,0.5207084941606261,39.95889941774175,17.132487726909464,0.200822011645165,0.5,28.74,36.0,63000.0
ASSET_3178,EAST I,AS,NTORQ,Petrol,11.16666666666667,0.8689965239812654,106499,25.08,48,732.0,MEDIUM RISK,100.0,53094.852400844495,52939.63,53019.95749633563,0.039438718167025696,0.06319625188756271,0.1458779066503498,0.07490791945390463,21610.621901083756,8795.937041613715,3580.1148525092763,43.1,Medium,0.0,57.4,96.8,59.5,0.5303784454199781,32.2200081293559,13.013647007504783,0.35559983741288204,0.5,28.34,36.0,65000.0
ASSET_3179,EAST I,AS,NTORQ,Petrol,28.0,0.8831144697720515,99799,26.16,36,732.0,LOW RISK,30.33333333333333,32998.62997652599,33823.438,33396.590451776785,0.02440496006692831,0.038501488298756714,0.06752329876683617,0.043964020283026504,19470.447463930195,11488.304960398127,6778.537119273127,47.1,Medium,48.8,58.2,96.8,19.6,0.23007220727736089,13.875843224319015,-5.688955682691486,0.7224831355136196,0.5,28.34,36.0,26000.0
ASSET_3180,EAST I,AS,NTORQ,Petrol,21.83333333333333,0.9446586345381526,117610,27.22,48,732.0,VERY HIGH RISK,66.66666666666666,46217.047731055995,50084.715,48083.15431584425,0.041514016863191255,0.06334786213207633,0.10206329562596562,0.04538734293309482,26808.007047825336,15549.8734159373,9019.639647971828,67.3,High,23.3,61.2,96.8,100.0,0.3895582329317269,24.460605816076416,-5.636024571561134,0.5107878836784716,0.5,28.74,36.0,48500.0
ASSET_3181,EAST I,AS,NTORQ,Petrol,12.36666666666667,0.9361632653061225,114680,25.45,35,738.0,LOW RISK,100.0,53720.67445971321,51865.29,52825.46976152726,0.04375565145940132,0.06543055304797529,0.11575385472572625,0.06665604609003044,24141.33154895113,10848.782053051953,4875.293303352844,35.5,Medium,0.0,60.3,96.8,29.7,0.47346938775510206,27.972027972027973,12.700139860139862,0.4405594405594405,0.5,28.34,36.0,58000.0
ASSET_3182,EAST I,AS,NTORQ,Petrol,11.96666666666667,0.8203183673469387,100489,23.39,35,739.0,LOW RISK,85.0,42958.65333136112,38540.305,40826.847222719916,0.04103299540234662,0.06019928561464545,0.13109650810782014,0.08756598278363702,15020.956247711514,5252.23928355658,2450.0,51.2,High,40.5,54.4,96.8,28.4,0.39216326530612244,27.62253041698291,5.825471146990498,0.4475493916603418,0.5,28.74,36.0,48040.0
ASSET_3183,EAST I,AS,NTORQ,Petrol,9.533333333333333,0.9236376860706346,111750,26.87,36,719.0,HIGH RISK,58.333333333333336,50582.72468030455,48731.223,49689.39445327675,0.038473171568444736,0.05850343832005361,0.08447812990365926,0.09147792208254153,16875.70550400281,5630.171922484823,2419.78,61.3,High,29.2,61.3,96.8,62.1,0.37193463868616156,19.371335589017743,-8.810742567864244,0.6125732882196451,0.5,28.74,36.0,45000.0
ASSET_3184,EAST I,AS,RAIDER,Petrol,18.8,0.9427280107409374,120771,27.41,36,786.0,LOW RISK,66.66666666666666,50963.65468032071,49622.08,50316.35797507396,0.04389534959610265,0.05009077918423,0.09930824259797914,0.049029836852313685,28296.968622846944,15711.55833044244,8723.657592480991,43.0,Medium,23.3,56.6,99.4,31.8,0.3981016017735036,27.123619886399897,8.316313102303909,0.45752760227200207,0.5,27.99,36.0,51000.0
ASSET_3185,EAST I,AS,RADEON,Petrol,21.56666666666667,0.9385484742764484,95502,26.97,36,732.0,VERY HIGH RISK,66.66666666666666,41223.66910791104,38093.773,39713.52880148023,0.03205277675697202,0.05298797192673535,0.0805701829393639,0.041895921739866115,24934.7278217871,15082.127937692194,9122.641512459562,37.7,Medium,23.3,60.9,89.4,38.6,0.5159451623998821,38.109756097560975,19.624756097560976,0.23780487804878048,0.5,28.59,30.0,52500.0
ASSET_3186,EAST I,AS,MOPEDS,Petrol,24.76666666666667,0.9313444182852658,75953,26.9,36,732.0,VERY HIGH RISK,66.66666666666666,27637.556223651947,27691.326,27663.499041694806,0.03403579497552535,0.04923235005844373,0.06928672854891113,0.04369038787717551,16360.844112795325,9685.270937743548,5733.473926576812,36.5,Medium,23.3,60.6,82.3,15.4,0.3556013341181087,23.481781376518217,10.091700404858294,0.5303643724696356,0.5,29.45,30.0,29000.0
ASSET_3187,EAST I,AS,NTORQ,Petrol,7.866666666666666,0.8426633826215606,101953,23.4,35,732.0,LOW RISK,78.33333333333334,50160.138706202626,47290.05,48775.352029783724,0.043043210621285445,0.07673387768045546,0.1500782593137797,0.1119252928954241,13093.516013223429,3417.8566090635386,2419.78,41.4,Medium,15.2,56.1,96.8,31.8,0.35540421030010994,20.965996079846313,4.299844754112748,0.5806800784030737,0.5,28.34,36.0,43000.0
ASSET_3188,EAST I,AS,NTORQ,Petrol,25.26666666666667,0.8849905114965356,100265,25.84,36,732.0,LOW RISK,64.66666666666666,46455.55896332714,41221.984,43930.41458431514,0.025139722439786513,0.03890907878075592,0.07267585010019252,0.03528359770653168,30419.777176515254,19919.313514219826,13043.456846360565,39.9,Medium,24.7,58.2,96.8,59.8,0.4148461979787281,45.8975410636511,25.066237768793577,0.08204917872697803,0.5,28.34,36.0,47000.0
ASSET_3189,EAST I,AS,JUPITER,Petrol,25.56666666666667,0.9399814471243043,101330,25.88,36,732.0,MEDIUM RISK,66.66666666666666,41713.59847668365,40243.7,41004.38700414318,0.029096113624739805,0.039240272657104336,0.06546011507155033,0.03713626389589293,26714.113238150625,17108.18227537083,10956.377183777144,36.6,Medium,23.3,61.0,85.2,28.4,0.36178107606679033,30.486851568118574,13.756375347862793,0.39026296863762855,0.5,28.04,30.0,39000.0
ASSET_3190,EAST I,AS,JUPITER,Petrol,18.53333333333333,0.9263714427648854,104428,27.08,48,732.0,MEDIUM RISK,65.66666666666666,42364.305709310494,41158.906,41782.71316289548,0.03413800552179074,0.056918962188389294,0.07849336496152669,0.05280602569344409,22480.175970999982,11928.870383353438,6329.930370937261,45.3,Medium,24.0,60.3,85.2,24.2,0.2927400468384075,18.01664082461619,-0.9369234128977258,0.6396671835076762,0.5,28.04,30.0,33000.0
ASSET_3191,EAST I,AS,NTORQ,Petrol,13.66666666666667,0.9333092369477911,116197,24.55,48,732.0,VERY HIGH RISK,75.0,52920.88332145451,50165.523,51591.45200597322,0.04116018828482135,0.06870299697027867,0.1573834270265418,0.06259812330437917,24968.63784376834,11780.469951462746,5558.151515740503,52.9,High,17.5,60.7,96.8,54.3,0.40160642570281124,22.70951801318969,-0.13332994204531293,0.5458096397362062,0.5,28.74,36.0,50000.0
ASSET_3192,EAST I,AS,NTORQ,Petrol,5.0,0.9507014391454147,115341,27.13,50,732.0,VERY HIGH RISK,91.66666666666666,52353.553058902304,51410.918,51898.741128276,0.04340146620496776,0.06635124198368614,0.09950765380509227,0.16808567235378666,6965.655651646091,2426.44,2426.44,50.7,High,5.8,61.5,96.8,62.1,0.46240582911590644,23.214433501613836,1.5794355706364362,0.5357113299677232,0.5,28.74,36.0,56100.0
ASSET_3193,EAST I,AS,JUPITER,Petrol,19.4,0.9429886655532854,111234,26.86,35,732.0,HIGH RISK,100.0,50071.418529495495,48075.047,49108.19033148106,0.042072848945644364,0.06265641961600504,0.09675486959583027,0.04416942008216525,29471.312008011777,17346.387559640218,10209.832575062892,30.3,Medium,0.0,61.1,85.2,38.6,0.4069210488390034,27.969746058013918,14.689666111156432,0.44060507883972166,0.5,28.04,30.0,48000.0
ASSET_3194,EAST I,AS,MOPEDS,Petrol,24.36666666666667,0.9302826836660049,71215,26.11,36,732.0,VERY HIGH RISK,83.33333333333334,27500.843344101242,25717.094,26640.20274881115,0.03009431939955292,0.040802235864226225,0.06738916035945622,0.042014510692876886,16610.624868672014,10032.887176419146,6059.905987317813,35.0,Medium,11.7,60.5,82.3,31.8,0.37882746368481557,34.629760099351586,18.690832069546108,0.30740479801296827,0.5,29.45,30.0,29000.0
ASSET_3195,EAST I,AS,RADEON,Petrol,32.83333333333334,0.8500045215678788,84595,26.13,48,732.0,LOW RISK,66.66666666666666,36580.17917639667,31122.29,33946.80552563413,0.03237917069657694,0.04514189035012307,0.09389412478387575,0.030483722804276893,25373.412339575083,17599.969935891375,12208.01276543901,51.1,High,23.3,56.5,89.4,100.0,0.43206093063914874,42.14198084166748,20.599104420184165,0.15716038316665037,0.5,28.63,30.0,43000.0
ASSET_3196,EAST I,AS,JUPITER,Petrol,7.733333333333333,0.8594787312515367,104865,24.52,35,732.0,LOW RISK,66.66666666666666,52100.50467561886,50895.55,51519.127648734444,0.042364519389009016,0.07246137792318383,0.15265896270333196,0.11003384136241683,13912.233194669807,3714.939685669628,2440.2000000000003,35.9,Medium,23.3,57.0,85.2,0.0,0.24588148512417016,13.94466755912539,2.1522713074520285,0.7211066488174922,0.5,28.04,30.0,30000.0
ASSET_3197,EAST I,AS,RAIDER,Petrol,15.0,0.9340483870967742,115822,27.39,35,732.0,MEDIUM RISK,66.66666666666666,50172.12692450942,50189.406,50180.46426559899,0.044926145553512285,0.062318754362064674,0.10321473868058892,0.06032146224387266,24327.37075579142,11795.811821575917,5719.532041780797,51.9,High,23.3,60.7,99.4,49.7,0.3870967741935484,24.918495753473017,2.0553985921049844,0.5016300849305397,0.5,28.09,30.0,48000.0
ASSET_3198,EAST I,AS,APACHE,Petrol,13.1,0.9496815326358867,152233,26.86,35,732.0,LOW RISK,91.66666666666666,86810.54648741017,76874.55,82016.53384486676,0.03781365343926847,0.04809012147229923,0.061510731799183885,0.0468177636409401,49497.14315680911,28221.9992825522,16091.458874325122,28.5,Medium,5.8,61.5,90.1,28.4,0.5427357625437463,31.78639542275906,17.518245390972666,0.36427209154481877,0.5,27.9,36.0,87000.0
ASSET_3199,EAST I,AS,RONIN,Petrol,15.0,0.8897426376074724,186894,25.61,48,732.0,ULTRA LOW RISK,50.0,65546.05367127259,69698.51,67549.56544240624,0.04651207967277049,0.07580354925691968,0.16078005151859398,0.07764077569722941,25817.78761191959,10169.3102763611,4201.08,61.8,High,35.0,58.5,100.0,59.5,0.3332476410827692,21.106842838448227,-8.411942251677987,0.5778631432310355,0.5,27.3,36.0,70000.0
ASSET_3200,EAST I,AS,NTORQ,Petrol,8.066666666666666,0.8495709570957096,102968,24.47,42,732.0,MEDIUM RISK,83.33333333333334,55432.71497757088,54061.2,54770.97316061438,0.04109812177339557,0.06824082033658564,0.16381905070738914,0.09697588402205715,17313.028910350626,5407.293692396584,2424.0,31.3,Medium,11.7,56.5,96.8,0.0,0.41254125412541254,24.20416698938889,12.191808535357445,0.5159166602122222,0.5,28.34,36.0,50000.0
ASSET_3201,EAST I,AS,NTORQ,Petrol,6.866666666666666,0.9088385809697285,115258,23.7,35,732.0,MEDIUM RISK,83.33333333333334,48912.86194465617,50553.6,49704.49976286052,0.04833812526486577,0.09201149006934643,0.17181704431129607,0.13874570180102905,9254.333846400354,2536.38,2536.38,41.9,Medium,11.7,59.4,96.8,28.4,0.33906591283640464,18.95642666948809,2.3254855490310185,0.6208714666102382,0.5,28.34,36.0,43000.0
ASSET_3202,EAST I,AS,RADEON,Petrol,16.86666666666667,0.8488490097766346,84480,26.87,35,695.0,VERY HIGH RISK,66.66666666666666,43150.7685701745,38491.59,40902.76503130639,0.036939210043913165,0.05674381539094181,0.08629477103517816,0.049546751636485295,23810.798810940545,13138.91174598828,7250.113834465253,36.6,Medium,23.3,59.5,89.4,31.8,0.462204716497694,34.10995269097866,16.958485369796374,0.31780094618042687,0.5,28.59,30.0,46000.0
ASSET_3203,EAST I,AS,NTORQ,Petrol,19.9,0.9232244253609833,111700,25.62,60,732.0,HIGH RISK,98.5,46676.25936781212,46718.2,46696.49466606264,0.04007926479778805,0.061701064239343115,0.11525548456939182,0.04786251063691426,26282.032821884593,14798.641935025234,8332.681288592337,56.9,High,1.0,60.2,96.8,100.0,0.41326070965129064,25.429504328101636,0.7787759253796666,0.49140991343796725,0.5,28.74,36.0,50000.0
ASSET_3204,EAST I,AS,RONIN,Petrol,23.6,0.915005963983359,188709,25.34,48,721.0,ULTRA LOW RISK,98.0,77790.83042007092,67921.2,73028.84255870173,0.04346556270126039,0.06785748927412125,0.16479648777389008,0.04131386772840329,47382.698455122954,28860.986581136236,17579.339581628818,43.1,Medium,1.4,60.7,100.0,59.5,0.387901356684995,17.848059469734153,-0.7149727370891537,0.6430388106053169,0.5,27.0,42.0,80000.0
ASSET_3205,EAST I,AS,APACHE,Petrol,8.033333333333333,0.8670428282432409,150438,26.03,59,732.0,MEDIUM RISK,100.0,84467.7837446307,77875.59,81287.1209635091,0.045272815234555466,0.0735560122819002,0.11815161199877885,0.08960760251307086,28820.270433099187,9833.429397746806,3470.14,30.2,Medium,0.0,57.4,90.1,31.8,0.4034419360602166,21.572579402501184,10.729837959110714,0.5685484119499763,0.5,27.9,36.0,70000.0
